submission_id,date_accident,heure_accident,region,type_accident,alcool
5816,invalid-date,02:31,Plateaux,Sortie de route,
5817,2025-09-28,21:02,Kara,Choc,Oui
5818,2024-06-16,22:34,Maritime,Sortie de route,Oui
5819,2024-04-30,15:08,Lomé,Renversement,Oui
5820,2025-05-23,17:26,Lomé,Collision,Oui
5821,2024-07-21,10:23,Maritime,Collision,Non
5822,2024-08-29,11:18,Kara,Choc,
5823,2024-06-27,05:10,Plateaux,Collision,Oui
5824,2025-03-25,02:44,Lomé,Sortie de route,Non
5825,2024-01-24,01:34,Lomé,Renversement,Oui
5826,2024-10-15,08:07,Kara,Choc,Non
5827,2024-07-26,21:28,Maritime,Sortie de route,Oui
5828,2024-11-06,09:54,Savanes,Renversement,Oui
5829,2024-07-19,09:55,Maritime,Collision,Oui
5830,2025-10-07,02:12,Lomé,Choc,Oui
5831,2024-09-03,03:21,Maritime,Collision,Non
5832,2024-12-03,15:47,Centrale,Collision,Oui
5833,2025-05-05,17:03,Savanes,Choc,Oui
5834,2025-04-25,10:24,Plateaux,Sortie de route,Oui
5835,2024-05-23,03:03,Kara,Renversement,Non
5836,32/13/2025,17:49,Plateaux,Sortie de route,Non
5837,2024-12-04,11:28,Lomé,Sortie de route,Oui
5838,2024-12-08,13:25,Centrale,Choc,Oui
5839,2025-10-09,20:44,Savanes,Renversement,Oui
5840,2024-11-27,22:50,Plateaux,Renversement,Oui
5841,invalid-date,11:15,Kara,Choc,Oui
5842,2025-04-05,18:59,Plateaux,Sortie de route,Non
5843,2025-10-26,02:34,Savanes,Collision,Non
5844,2024-12-22,17:59,Savanes,Collision,Non
5845,2024-12-31,,Lomé,Collision,
5846,2024-01-25,06:05,Centrale,Sortie de route,Oui
5847,2025-07-02,14:58,Centrale,Renversement,Non
5848,2025-12-25,09:42,,Renversement,Oui
5849,2024-12-20,16:19,Centrale,Choc,Oui
5850,2024-03-10,23:59,Savanes,Choc,Non
5851,2025-09-06,20:11,Centrale,Collision,Non
5852,2025-09-23,11:24,Plateaux,Sortie de route,Non
5853,2024-02-02,08:18,Centrale,Renversement,
5854,2025-01-16,20:01,Kara,Choc,Non
5855,2024-07-21,01:14,Centrale,Choc,Non
5856,2024-05-18,02:39,Plateaux,Collision,Oui
5857,2025-09-21,16:10,Maritime,Sortie de route,Non
5858,,04:26,Maritime,Sortie de route,Oui
5859,2024-04-07,01:39,Lomé,Choc,Oui
5860,2024-04-16,16:31,Centrale,Choc,Non
5861,2025-04-02,08:37,,Renversement,Non
5862,2024-06-08,05:56,Maritime,Renversement,Oui
5863,,17:33,Centrale,Collision,Non
5864,2024-12-21,02:48,Plateaux,Renversement,Oui
5865,2025-12-30,23:14,Maritime,Choc,Oui
5866,2024-01-18,08:24,Maritime,Choc,Oui
5867,2025-10-30,20:30,Savanes,Sortie de route,Oui
5868,2025-02-06,18:50,Savanes,Sortie de route,Oui
5869,2025-10-20,07:28,Maritime,Collision,Oui
5870,2024-04-15,23:23,Lomé,Sortie de route,Oui
5871,2025-08-28,00:36,Lomé,Choc,Oui
5872,2024-10-21,20:03,,Collision,Oui
5873,2024-05-07,14:54,Lomé,Renversement,Non
5874,2024-10-22,23:39,,Renversement,Oui
5875,2025-10-16,12:14,Centrale,Choc,Non
5876,2024-12-24,03:34,Lomé,Choc,Oui
5877,2024-09-29,05:44,Plateaux,Collision,Non
5878,2024-05-25,abc,Centrale,Collision,Oui
5879,2024-08-22,09:40,Savanes,Sortie de route,Oui
5880,2025-04-07,20:54,Savanes,Sortie de route,Oui
5881,2024-03-08,07:49,Plateaux,Choc,
5882,2024-06-19,14:54,Kara,Renversement,Non
5883,2024-01-08,22:08,Kara,Renversement,Non
5884,32/13/2025,05:02,,Sortie de route,Oui
5885,2025-03-12,12:39,Plateaux,Collision,Oui
5886,2024-07-09,04:43,Savanes,Sortie de route,Non
5887,2025-07-19,08:33,Lomé,Sortie de route,Oui
5888,2024-05-09,10:32,Kara,Renversement,Oui
5889,2025-08-29,01:08,Centrale,Collision,Non
5890,2025-11-20,19:13,Maritime,Renversement,Non
5891,2025-02-11,20:46,Savanes,Renversement,Non
5892,2024-05-29,11:42,Maritime,Collision,Non
5893,2024-11-26,01:02,,Choc,Non
5894,2024-07-06,09:10,Plateaux,Sortie de route,Non
5895,2025-02-16,03:13,Plateaux,Renversement,Oui
5896,2024-05-10,08:35,Savanes,Choc,Oui
5897,2025-01-31,10:48,Plateaux,Collision,Non
5898,2025-07-15,06:00,Lomé,Choc,Non
5899,2024-03-12,10:52,Savanes,Choc,Non
5900,2025-05-08,11:08,Centrale,Choc,Non
5901,2025-11-06,03:40,Maritime,Renversement,Non
5902,2025-03-15,01:42,Centrale,Choc,Oui
5903,2025-10-29,15:31,Plateaux,Choc,Oui
5904,32/13/2025,99:99,Plateaux,Renversement,Oui
5905,2025-02-07,04:36,Centrale,Renversement,Non
5906,2025-01-08,,Centrale,Collision,Oui
5907,2024-05-13,16:00,Centrale,Sortie de route,Non
5908,2025-01-11,04:10,Savanes,Renversement,Oui
5909,2025-12-01,11:09,Savanes,Renversement,Oui
5910,2024-09-26,22:56,Centrale,Collision,Non
5911,2025-05-13,09:26,Maritime,Renversement,Non
5912,invalid-date,18:41,Maritime,Choc,Oui
5913,2025-09-04,03:31,,Renversement,Non
5914,2025-02-26,07:27,Kara,Sortie de route,Non
5915,2024-09-26,15:31,,Sortie de route,Oui
5916,2025-06-13,22:19,Lomé,Sortie de route,Oui
5917,2025-11-05,15:04,Lomé,Sortie de route,Oui
5918,2025-06-15,20:41,Centrale,Sortie de route,Non
5919,2025-09-04,03:10,Kara,Collision,
5920,2024-05-04,03:09,Kara,Choc,Non
5921,2024-02-24,14:53,Plateaux,Sortie de route,Non
5922,2025-09-27,01:41,Centrale,Sortie de route,Non
5923,2025-05-13,20:52,Lomé,Renversement,Non
5924,2024-10-20,08:26,Centrale,Collision,Oui
5925,2025-12-17,08:49,Lomé,Renversement,Non
5926,2024-05-18,18:54,Plateaux,Renversement,Non
5927,2024-04-16,15:22,Maritime,Sortie de route,Non
5928,2025-03-23,08:58,Plateaux,Sortie de route,Oui
5929,2024-11-13,11:22,,Sortie de route,Oui
5930,2025-11-21,18:07,Maritime,Choc,Oui
5931,2024-05-14,01:18,Savanes,Sortie de route,Oui
5932,2025-06-13,23:13,Maritime,Choc,Oui
5933,2024-02-16,08:40,Savanes,Choc,Non
5934,2024-12-14,11:31,,Choc,Non
5935,2024-12-07,07:47,Lomé,Choc,Non
5936,2025-11-09,14:59,Kara,Renversement,Non
5937,2025-08-03,17:51,Maritime,Sortie de route,Non
5938,2025-02-21,11:22,Savanes,Collision,Non
5939,2024-07-18,13:53,Savanes,Sortie de route,Oui
5940,2024-06-25,01:35,Savanes,Choc,Non
5941,2025-11-06,01:44,Centrale,Collision,Non
5942,2024-12-25,,Kara,Sortie de route,Oui
5943,2024-11-26,15:22,Plateaux,Collision,Non
5944,2024-11-02,05:37,Plateaux,Collision,Non
5945,2024-03-15,22:39,,Renversement,Non
5946,2025-06-21,09:43,,Collision,Oui
5947,2025-08-12,09:07,Lomé,Choc,Non
5098,32/13/2025,04:57,Savanes,Collision,Oui
5949,2024-02-22,00:36,Lomé,Sortie de route,Non
5950,2024-06-29,11:38,Lomé,Renversement,Oui
5951,2024-07-24,23:32,Centrale,Collision,Oui
5952,2025-03-25,03:47,Plateaux,Collision,Non
5953,2024-01-04,22:08,Lomé,Collision,
5954,2024-10-19,02:56,Kara,Collision,Oui
5955,2025-10-16,05:05,Maritime,Collision,Oui
5956,2024-06-23,22:03,Centrale,Choc,Non
5957,2025-04-17,22:48,Centrale,Collision,Oui
5958,2025-09-01,00:03,,Sortie de route,Non
5959,2024-08-29,13:39,Maritime,Sortie de route,Non
5960,2025-02-19,03:57,Savanes,Collision,Non
5961,2024-02-03,05:02,Centrale,Sortie de route,Oui
5962,2024-10-14,,Plateaux,Collision,Non
5963,2025-03-24,99:99,Centrale,Collision,Oui
5964,2025-09-06,09:39,Maritime,Sortie de route,Non
5965,invalid-date,18:06,,Renversement,Oui
5966,2025-06-14,13:32,Maritime,Collision,Oui
5967,2024-04-09,07:21,Maritime,Sortie de route,
5968,2025-09-10,15:00,Maritime,Collision,Oui
5969,2025-12-09,22:26,Plateaux,Choc,Non
5970,2025-11-03,17:33,Maritime,Choc,Oui
5971,2024-07-14,03:32,Savanes,Sortie de route,
5972,2024-02-23,08:50,Maritime,Sortie de route,Non
5973,2024-07-18,09:10,Plateaux,Choc,
5974,2025-12-02,11:52,Kara,Sortie de route,Non
5975,2025-05-29,18:03,Maritime,Choc,Oui
5976,2024-02-14,15:48,Lomé,Renversement,Oui
5977,2025-05-19,12:59,Savanes,Sortie de route,Oui
5978,2024-04-02,15:03,Kara,Renversement,Non
5979,2025-01-07,08:32,Maritime,Choc,Oui
5980,2025-02-04,19:09,Savanes,Renversement,Oui
5981,2024-11-01,16:29,Savanes,Sortie de route,Oui
5982,2025-08-01,09:50,Plateaux,Choc,
5983,2025-02-15,02:14,Lomé,Renversement,Oui
5984,2025-03-22,16:26,Savanes,Collision,Non
5985,2024-05-12,09:00,Lomé,Choc,Oui
5986,2024-12-08,01:47,Maritime,Choc,Non
5987,2024-02-17,08:09,Lomé,Collision,Non
5988,2025-05-10,23:23,Kara,Sortie de route,Oui
5989,2024-02-12,19:04,Lomé,Choc,Oui
5990,2025-03-10,05:11,Lomé,Renversement,Non
5991,2024-07-20,23:29,Plateaux,Collision,Non
5992,2024-02-02,01:25,Centrale,Collision,
5993,2025-12-26,15:03,Savanes,Choc,Non
5994,2025-02-19,22:36,Lomé,Sortie de route,Oui
5995,2024-05-21,21:47,Plateaux,Renversement,Oui
5996,2024-05-22,13:06,Lomé,Sortie de route,Oui
5997,2025-08-12,07:49,Savanes,Renversement,Oui
5998,2025-06-08,11:01,Lomé,Renversement,Non
5999,2025-08-29,03:35,Centrale,Collision,Oui
6000,2025-07-10,13:52,Maritime,Collision,Oui
6001,2024-10-07,17:24,Maritime,Sortie de route,Non
6002,,05:42,Lomé,Sortie de route,Oui
6003,2025-08-01,07:02,Lomé,Renversement,Non
6004,2024-12-02,10:24,Plateaux,Renversement,Non
6005,2024-03-20,10:06,Kara,Collision,Oui
6006,2025-11-22,22:57,Centrale,Renversement,Non
6007,2025-01-05,00:54,Centrale,Choc,
6008,2024-08-01,20:00,Savanes,Choc,
6009,2024-02-17,02:44,Savanes,Choc,Non
6010,2024-04-25,21:14,Maritime,Choc,Oui
6011,2025-01-12,07:05,Lomé,Collision,Non
6012,2024-11-10,23:57,Lomé,Renversement,
6013,2025-01-24,02:06,Centrale,Choc,Non
6014,2024-11-16,13:50,Maritime,Renversement,Non
6015,2025-03-20,11:49,Centrale,Collision,Non
6016,2025-11-21,12:54,Kara,Collision,Non
6017,2024-03-14,01:31,Savanes,Sortie de route,Non
6018,2025-07-24,03:34,Kara,Choc,Oui
6019,2025-01-17,11:11,Lomé,Choc,Non
6020,2024-10-31,05:41,Savanes,Renversement,Oui
6021,2024-09-13,01:57,Plateaux,Choc,Non
6022,2025-10-24,03:45,Centrale,Sortie de route,Non
6023,2025-10-29,13:53,Plateaux,Collision,Non
6024,2025-12-08,23:16,,Choc,Non
6025,2024-01-15,16:18,Centrale,Choc,Oui
6026,2024-02-08,02:13,Plateaux,Choc,Non
6027,2024-06-10,13:49,Lomé,Collision,Oui
6028,invalid-date,99:99,Lomé,Choc,
6029,2025-01-20,20:14,Maritime,Renversement,Non
6030,2024-08-24,22:35,Savanes,Collision,Non
6031,32/13/2025,23:26,Maritime,Sortie de route,
6032,2024-01-20,07:40,,Renversement,Oui
6033,2025-05-16,02:02,,Renversement,Oui
6034,2025-10-18,01:58,Kara,Renversement,Non
6035,2024-05-28,03:03,Plateaux,Renversement,Oui
6036,2024-04-22,12:32,Savanes,Collision,Non
6037,2024-04-22,04:59,Savanes,Collision,Non
6038,2025-07-19,10:03,Kara,Renversement,Non
6039,2024-02-12,20:35,Savanes,Renversement,
6040,2025-12-22,03:16,Savanes,Sortie de route,Oui
6041,2024-01-25,23:30,Kara,Collision,Oui
6042,2025-02-11,,Savanes,Sortie de route,Non
457,2024-11-12,18:03,Centrale,Renversement,Oui
6044,2024-06-30,00:35,,Collision,Non
6045,2024-03-20,23:16,Centrale,Sortie de route,Non
6046,2024-07-24,02:24,Maritime,Sortie de route,Oui
6047,2025-07-15,03:10,Savanes,Collision,Oui
6048,2024-02-09,15:22,Centrale,Collision,Oui
6049,2025-06-08,12:16,Lomé,Collision,Non
6050,2025-05-03,06:53,Maritime,Renversement,Oui
6051,2024-10-09,12:56,Plateaux,Collision,Non
6052,2025-09-08,10:09,Kara,Choc,
6053,2025-10-25,23:32,Kara,Collision,Non
6054,2025-05-08,09:43,Centrale,Collision,Non
6055,2024-02-05,00:15,Lomé,Renversement,
6056,2025-08-19,07:02,Lomé,Sortie de route,Oui
6057,2025-02-05,23:50,,Collision,Non
6058,2024-02-04,23:30,Plateaux,Sortie de route,Oui
6059,2025-04-16,10:43,Lomé,Choc,Oui
6060,2025-08-19,06:03,Kara,Renversement,
6061,2024-05-02,15:23,Kara,Renversement,Oui
6062,2024-05-24,12:33,Kara,Renversement,Oui
6063,2024-09-28,11:33,Plateaux,Collision,Non
6064,2025-03-04,09:25,Plateaux,Choc,Oui
6065,,08:37,Plateaux,Choc,Non
6066,2025-03-12,06:08,Centrale,Choc,Non
6067,2024-08-17,19:15,Plateaux,Sortie de route,Non
5465,2025-04-09,abc,Plateaux,Choc,Oui
6069,2025-09-15,12:24,,Sortie de route,Non
6070,2025-06-24,08:26,Lomé,Sortie de route,Oui
6071,2024-05-23,21:55,Plateaux,Choc,Non
6072,2024-03-13,07:24,Centrale,Collision,Non
6073,2025-05-29,12:56,Lomé,Collision,Non
6074,2025-11-24,00:24,,Renversement,Non
6075,2024-10-09,16:00,Lomé,Renversement,Oui
6076,32/13/2025,15:24,Kara,Choc,Non
6077,2024-01-28,00:11,Savanes,Sortie de route,Oui
6078,2024-03-21,01:16,Maritime,Choc,Oui
6079,2024-11-09,03:18,Maritime,Collision,Oui
6080,2024-11-11,20:47,Kara,Renversement,Non
6081,2024-08-18,06:35,Kara,Collision,Non
6082,2025-04-11,99:99,Centrale,Renversement,Non
6083,2025-11-06,14:43,Plateaux,Sortie de route,
6084,2025-01-04,17:26,Savanes,Renversement,Non
6085,2025-01-04,07:38,Centrale,Choc,Non
6086,2024-06-11,03:37,Savanes,Choc,Non
6087,2025-05-01,15:08,Plateaux,Renversement,Oui
6088,2025-03-09,03:07,Plateaux,Collision,Non
6089,2025-07-25,09:16,Centrale,Choc,Non
6090,2024-12-29,08:26,Plateaux,Collision,Non
6091,2024-04-11,13:00,Plateaux,Collision,Non
6092,2024-07-26,20:11,Lomé,Collision,Oui
6093,2025-08-25,08:01,Lomé,Collision,Oui
6094,2024-05-17,21:33,Centrale,Choc,Oui
6095,2025-02-17,19:12,Kara,Collision,Non
6096,2024-11-08,10:04,Centrale,Sortie de route,Oui
6097,2024-08-04,08:09,Centrale,Choc,Non
4907,2024-03-04,13:55,Lomé,Sortie de route,Oui
6099,2025-04-24,14:02,Lomé,Renversement,Oui
6100,2025-07-09,14:29,Maritime,Renversement,Oui
6101,2024-12-07,03:41,Maritime,Collision,Oui
6102,2024-08-08,15:11,Plateaux,Renversement,Oui
6103,,19:53,,Sortie de route,Non
6104,2025-09-27,05:15,Plateaux,Collision,Non
6105,2024-02-09,99:99,Savanes,Renversement,Oui
6106,2025-04-07,16:52,Savanes,Renversement,Non
6107,2024-10-06,22:35,Maritime,Choc,Non
6108,2024-05-22,01:29,Plateaux,Sortie de route,Oui
6109,2025-07-27,05:27,Maritime,Renversement,Non
6110,2024-04-24,15:22,Centrale,Renversement,Oui
6111,2024-04-17,17:12,Maritime,Collision,Non
6112,2024-12-18,21:03,Lomé,Sortie de route,Non
6113,2025-06-24,16:46,Plateaux,Choc,Non
6114,2024-11-05,18:09,Savanes,Choc,Non
6115,2024-02-02,00:07,Plateaux,Sortie de route,Oui
6116,2024-09-29,17:18,Kara,Choc,Oui
6117,2025-02-21,02:24,Maritime,Choc,
6118,2024-06-09,03:20,Centrale,Sortie de route,Oui
6119,,11:08,Savanes,Sortie de route,Oui
6120,2025-03-15,00:22,Centrale,Renversement,Non
6121,2025-10-09,16:20,Centrale,Sortie de route,Oui
6122,2025-09-12,22:13,Kara,Renversement,Oui
6123,2024-11-21,20:46,Centrale,Sortie de route,Non
6124,2024-11-11,01:31,Lomé,Collision,Non
6125,2025-06-07,09:38,Savanes,Renversement,
1529,2025-04-18,21:56,Centrale,Sortie de route,Oui
6127,2024-02-17,23:28,,Collision,Non
6128,2024-03-05,03:55,Kara,Sortie de route,
6129,2024-11-29,12:56,Savanes,Sortie de route,Oui
6130,2025-06-15,19:08,Plateaux,Collision,Oui
6131,2025-12-22,21:52,Plateaux,Renversement,Non
5261,2025-06-01,09:31,Lomé,Choc,Oui
6133,2025-04-28,15:52,Lomé,Collision,Non
6134,2025-05-28,01:01,Lomé,Collision,Non
6135,2024-01-07,08:33,Kara,Sortie de route,Oui
6136,2025-01-26,18:51,Lomé,Renversement,Oui
6137,,09:35,Savanes,Renversement,Non
6138,2024-06-30,01:03,Maritime,Choc,Non
6139,2024-05-29,16:43,Savanes,Sortie de route,Non
6140,32/13/2025,08:56,Savanes,Sortie de route,Non
6141,2024-07-11,16:01,Plateaux,Sortie de route,Oui
6142,2025-09-24,17:59,Centrale,Collision,Oui
6143,invalid-date,09:11,Kara,Renversement,Non
6144,2024-05-05,07:23,Maritime,Choc,Non
6145,2025-10-19,16:27,Lomé,Renversement,Non
6146,2024-01-08,09:37,,Renversement,Non
6147,2025-10-19,14:38,,Choc,
6148,2024-12-01,19:46,Kara,Sortie de route,Non
1268,2025-11-03,10:47,Plateaux,Sortie de route,Non
6150,32/13/2025,07:39,Plateaux,Collision,Non
6151,2024-06-28,22:40,Centrale,Choc,Non
6152,2024-01-21,04:58,Savanes,Renversement,Non
6153,2024-03-22,12:34,Maritime,Renversement,Non
6154,2025-02-01,01:53,Plateaux,Sortie de route,Non
6155,2024-03-06,09:58,Kara,Choc,Oui
6156,2025-07-18,14:16,Maritime,Collision,Non
4455,2025-02-23,18:11,Kara,Sortie de route,Non
6158,2024-09-14,23:39,Maritime,Sortie de route,Oui
6159,2025-09-17,13:36,Kara,Choc,Oui
6160,2025-09-15,11:09,Lomé,Choc,Oui
6161,2024-12-07,06:32,Maritime,Collision,Oui
6162,2024-08-25,17:17,Maritime,Choc,Non
6163,2025-09-12,12:19,Lomé,Choc,Non
6164,2025-08-06,06:40,Centrale,Renversement,Oui
6165,32/13/2025,10:51,Plateaux,Sortie de route,Oui
6166,2024-04-05,02:11,Kara,Sortie de route,Oui
2298,2024-08-31,22:39,,Renversement,Oui
6168,2024-07-26,17:42,Centrale,Renversement,Oui
6169,2025-01-13,05:36,Plateaux,Sortie de route,Non
6170,2025-02-10,05:50,Centrale,Renversement,Non
6171,2024-10-12,01:42,Maritime,Choc,Non
6172,2025-10-30,03:49,Maritime,Renversement,Non
6173,2024-05-14,03:38,Savanes,Sortie de route,Non
6174,2025-06-30,21:40,Lomé,Renversement,Oui
6175,2025-08-19,10:37,Plateaux,Collision,Non
6176,2024-06-16,13:14,Plateaux,Collision,Non
6177,2025-08-30,12:52,Maritime,Collision,Oui
6178,2025-10-01,09:23,,Collision,Non
6179,2024-08-19,23:35,Centrale,Sortie de route,Non
6180,2025-07-12,19:21,Centrale,Renversement,Oui
6181,2025-05-30,02:46,Lomé,Sortie de route,Oui
6182,2025-03-31,99:99,Lomé,Renversement,Non
6183,2024-07-07,07:19,Maritime,Sortie de route,Oui
6184,2024-01-31,03:55,Plateaux,Collision,Oui
6185,2025-11-06,12:37,Lomé,Sortie de route,Oui
6186,2024-04-23,20:18,Kara,Renversement,Non
6187,,05:05,Savanes,Sortie de route,Oui
6188,2025-06-18,08:35,Centrale,Collision,
6189,2024-10-01,06:36,Maritime,Renversement,Non
6190,2024-05-07,19:49,Kara,Choc,Non
6191,2024-11-06,22:35,Savanes,Collision,Non
6192,2024-09-14,13:23,Savanes,Collision,Oui
6193,2024-12-26,00:54,Kara,Renversement,
6194,2025-12-22,10:14,Plateaux,Sortie de route,Oui
6195,2025-01-05,18:11,Kara,Choc,Oui
6196,2024-03-18,01:33,Kara,Renversement,Non
881,2025-11-30,04:00,Maritime,Renversement,Oui
6198,2024-11-17,abc,Lomé,Renversement,Oui
6199,2024-10-30,04:20,Kara,Choc,Oui
6200,2025-08-20,06:46,Maritime,Renversement,Non
6201,2024-12-13,06:14,Lomé,Collision,Non
6202,2024-08-13,23:10,Savanes,Choc,Non
6203,2024-06-12,22:11,,Choc,Oui
6204,2024-02-04,abc,Savanes,Renversement,Non
6205,2024-04-29,07:36,Centrale,Sortie de route,Non
6206,2025-01-27,11:32,Savanes,Collision,
6207,2024-03-23,10:35,Maritime,Sortie de route,
6208,2024-12-19,10:28,Kara,Choc,Non
2098,2024-09-08,01:51,Kara,Sortie de route,Oui
1259,2024-10-24,17:14,Centrale,Sortie de route,Oui
6211,2025-06-17,08:49,Kara,Collision,Oui
6212,2025-01-04,14:55,Savanes,Sortie de route,Oui
6213,2025-09-23,07:04,Savanes,Renversement,
6214,2025-12-20,02:25,Savanes,Choc,Non
6215,2024-07-16,12:48,Lomé,Collision,Non
6216,2024-08-26,15:58,Kara,Choc,Oui
6217,2024-12-26,abc,Kara,Collision,Oui
6218,2025-12-26,23:41,Savanes,Renversement,Non
6219,2024-11-20,19:30,Lomé,Renversement,Non
6220,2024-10-08,12:50,Plateaux,Collision,Oui
6221,2025-03-30,12:53,Maritime,Choc,Oui
6222,2025-07-13,13:21,Kara,Sortie de route,Non
6223,2024-12-20,13:33,Kara,Renversement,Non
6224,2024-06-20,01:07,Lomé,Choc,Oui
6225,2025-10-22,15:50,Kara,Sortie de route,Oui
3770,2025-06-17,12:23,Centrale,Collision,Non
6227,32/13/2025,18:47,Centrale,Choc,Non
6228,2024-08-16,22:45,Centrale,Collision,
6229,2025-05-15,07:17,Savanes,Collision,Oui
6230,2025-02-25,19:36,Savanes,Collision,Non
6231,2025-06-27,15:20,,Choc,Oui
6232,2024-05-15,15:02,Savanes,Renversement,Non
6233,2024-03-24,11:52,,Choc,Oui
6234,2025-04-19,11:49,Lomé,Renversement,Oui
6235,2024-10-26,02:21,Maritime,Collision,Oui
4944,2024-03-01,20:54,Centrale,Sortie de route,Oui
6237,2024-03-06,21:38,Lomé,Sortie de route,Oui
6238,2025-05-13,02:29,Lomé,Collision,Non
6239,2025-10-12,16:50,Plateaux,Sortie de route,
6240,32/13/2025,22:24,,Collision,Oui
6241,32/13/2025,16:39,Plateaux,Choc,Non
6242,2024-10-28,16:14,Kara,Sortie de route,Non
6243,2025-09-09,11:50,Plateaux,Collision,Oui
6244,2024-02-15,10:34,Maritime,Choc,Oui
6245,2025-03-19,18:10,Maritime,Collision,
6246,2024-01-02,14:08,Centrale,Sortie de route,Oui
6247,2025-08-04,00:53,Kara,Choc,Oui
6248,,06:49,Lomé,Sortie de route,Non
6249,2024-07-10,17:15,Savanes,Choc,Non
6250,2025-10-11,18:57,Centrale,Collision,Oui
6251,2024-07-22,10:12,Centrale,Renversement,Oui
6252,2025-01-22,16:35,Centrale,Collision,Non
6253,2025-09-03,16:54,Lomé,Sortie de route,Non
6254,2024-02-22,23:05,Savanes,Sortie de route,
6255,2024-02-19,05:44,Lomé,Sortie de route,
6256,2025-12-28,18:24,Lomé,Sortie de route,Oui
6257,2024-09-22,05:19,Kara,Renversement,Non
6258,2025-04-01,01:14,Centrale,Choc,Non
6259,2024-03-21,03:39,Kara,Collision,Non
6260,2025-01-27,16:02,Centrale,Collision,Oui
6261,2025-03-23,07:51,Savanes,Sortie de route,Oui
6262,2024-01-01,08:19,Centrale,Renversement,Non
6263,2024-04-01,22:04,Centrale,Renversement,Non
6264,2024-12-26,99:99,Savanes,Choc,Non
6265,2025-01-18,04:21,Kara,Renversement,Oui
6266,2025-08-12,21:58,Lomé,Collision,
6267,2024-06-19,04:47,Centrale,Collision,Non
6268,2025-03-02,16:54,Lomé,Choc,Non
6269,2025-04-15,03:54,Savanes,Renversement,Oui
6270,2024-06-24,16:41,Plateaux,Collision,Oui
6271,2024-11-14,02:18,,Sortie de route,Oui
6272,2025-04-06,23:11,Savanes,Renversement,Oui
6273,2024-06-06,12:49,Centrale,Collision,Non
6274,2025-07-16,14:26,Kara,Renversement,Oui
6275,2024-10-02,07:33,Maritime,Sortie de route,Oui
6276,2024-04-29,08:23,Centrale,Collision,Oui
6277,2024-09-26,01:05,Plateaux,Sortie de route,
6278,2025-01-03,14:06,Plateaux,Collision,Non
6279,2024-02-11,13:43,Plateaux,Collision,Non
6280,2025-09-26,00:22,Centrale,Choc,Oui
6281,2024-01-21,13:00,Plateaux,Sortie de route,Oui
6282,2024-04-17,13:54,Centrale,Collision,Non
6283,2025-11-19,07:35,Savanes,Sortie de route,Non
6284,2025-04-11,10:30,Savanes,Choc,Oui
6285,2025-04-17,16:25,Centrale,Collision,Oui
6286,2024-10-09,06:49,Kara,Choc,Oui
6287,2024-04-20,14:36,Savanes,Sortie de route,Non
2049,2024-10-20,abc,Kara,Collision,Non
6289,invalid-date,23:56,Centrale,Collision,Non
6290,,23:44,Lomé,Choc,Oui
6291,2025-02-13,12:35,Kara,Collision,Oui
6292,,14:30,Centrale,Sortie de route,Non
6293,2025-06-24,01:03,Maritime,Renversement,Oui
6294,invalid-date,21:46,Savanes,Renversement,Non
6295,2024-06-30,05:17,Plateaux,Renversement,Non
6296,2025-01-26,23:43,,Renversement,Oui
6297,2025-01-28,10:25,Plateaux,Collision,Oui
6298,2024-03-22,19:29,,Collision,Non
6299,2025-07-07,07:27,,Collision,Non
6300,2025-09-18,18:58,Centrale,Sortie de route,Oui
6301,2024-02-18,02:19,Centrale,Sortie de route,Oui
6302,2025-02-28,19:50,Lomé,Renversement,Non
6303,2025-09-19,23:55,Centrale,Choc,Non
6304,2025-10-11,03:04,Kara,Choc,Oui
6305,2024-11-10,07:39,Lomé,Renversement,Non
6306,2025-01-07,08:56,Lomé,Collision,Oui
6307,2025-12-04,09:15,,Collision,Oui
6308,2024-01-03,21:52,Kara,Sortie de route,Non
6309,2024-02-13,10:30,,Choc,Non
6310,2025-05-29,01:45,,Sortie de route,Oui
6311,2025-12-10,05:47,Plateaux,Sortie de route,Non
6312,2024-08-17,20:56,Maritime,Collision,Non
6313,2024-03-16,15:39,Savanes,Renversement,Non
6314,2025-08-10,21:52,,Choc,Non
6315,2024-10-04,04:12,Maritime,Choc,Oui
6316,2025-03-30,20:40,Savanes,Choc,Oui
6317,2024-12-08,05:27,Lomé,Renversement,Non
6318,2025-01-13,12:39,Maritime,Collision,
6319,2024-03-21,06:18,Maritime,Renversement,Non
6320,2024-09-22,,Maritime,Sortie de route,Non
6321,2025-10-09,02:41,Savanes,Collision,Non
6322,2024-09-08,20:55,Maritime,Renversement,Non
6323,2024-04-28,12:01,Maritime,Collision,Oui
6324,2024-04-24,19:57,Kara,Sortie de route,Oui
6325,2024-06-18,20:43,Kara,Renversement,
6326,2024-04-30,,Maritime,Renversement,Non
5668,2025-12-10,10:01,Plateaux,Sortie de route,Non
6328,2025-09-01,10:34,Plateaux,Sortie de route,Oui
6329,2025-06-28,17:01,Savanes,Sortie de route,Non
6330,,23:23,Plateaux,Renversement,
6331,2025-08-24,08:39,Lomé,Choc,
6332,2025-02-13,22:09,Kara,Sortie de route,Oui
6333,2024-10-14,11:44,Plateaux,Choc,Oui
6334,2025-11-24,06:33,Savanes,Renversement,Non
6335,2024-08-24,23:30,Kara,Sortie de route,Non
6336,2024-02-21,20:53,,Renversement,Non
